
# ========== optimize session started at 2026-02-24 08:54:04 ==========
# ========== optimize session ended at 2026-02-24 08:54:15, 0 items, 0B ==========
# ========== optimize session ended at 2026-02-24 08:54:15, 0 items, 0B ==========

# ========== optimize session started at 2026-02-25 10:49:25 ==========
[2026-02-25 10:49:30] [optimize] REMOVED /Users/andreychev/Library/Saved Application State/ru.onmoon.MarketApp.savedState (20KB)
[2026-02-25 10:49:30] [optimize] REMOVED /Users/andreychev/Library/Saved Application State/com.google.chrome.for.testing.savedState (8KB)
[2026-02-25 10:49:30] [optimize] REMOVED /Users/andreychev/Library/Saved Application State/ru.tfinance.tmazing.savedState (12KB)
[2026-02-25 10:49:30] [optimize] REMOVED /Users/andreychev/Library/Saved Application State/cider.savedState (12KB)
[2026-02-25 10:49:30] [optimize] REMOVED /Users/andreychev/Library/Saved Application State/ru.cryptopro.cptools.savedState (12KB)
[2026-02-25 10:49:30] [optimize] REMOVED /Users/andreychev/Library/Saved Application State/ru.cryptopro.CryptoPro-ECP.savedState (8KB)
[2026-02-25 10:49:30] [optimize] REMOVED /Users/andreychev/Library/Saved Application State/com.amnezia.AmneziaVPN.savedState (8KB)
[2026-02-25 10:49:30] [optimize] REMOVED /Users/andreychev/Library/Saved Application State/com.google.Chrome.canary.savedState (16KB)
[2026-02-25 10:49:30] [optimize] REMOVED /Users/andreychev/Library/Saved Application State/com.paragon-software.ntfs.installer.savedState (12KB)
[2026-02-25 10:49:30] [optimize] REMOVED /Users/andreychev/Library/Saved Application State/org.alacritty.savedState (12KB)
[2026-02-25 10:49:30] [optimize] REMOVED /Users/andreychev/Library/Saved Application State/org.python.PythonLauncher.savedState (12KB)
[2026-02-25 10:49:33] [optimize] REMOVED /Users/andreychev/Library/Application Support/Dock/desktoppicture.db (52KB)
# ========== optimize session ended at 2026-02-25 10:50:15, 14 items, 0B ==========

# ========== optimize session started at 2026-02-25 10:50:19 ==========
# ========== optimize session ended at 2026-02-25 10:50:48, 14 items, 0B ==========

# ========== optimize session started at 2026-02-25 10:50:51 ==========
# ========== optimize session ended at 2026-02-25 10:51:36, 14 items, 0B ==========

# ========== uninstall session started at 2026-02-25 10:56:17 ==========

# ========== clean session started at 2026-02-25 10:57:06 ==========
[2026-02-25 10:57:52] [clean] REMOVED /Library/Logs/DiagnosticReports/.WindowServer_2023-11-08-105411_Philipps-MacBook-Pro.wakeups_resource.diag
[2026-02-25 10:57:52] [clean] REMOVED /Library/Logs/DiagnosticReports/.shutdown_stall_2022-11-15-231421_Philipps-MacBook-Pro.shutdownStall
[2026-02-25 10:57:52] [clean] REMOVED /Library/Logs/DiagnosticReports/.shutdown_stall_2023-03-10-164415_Philipps-MacBook-Pro.shutdownStall
[2026-02-25 10:57:53] [clean] REMOVED /Library/Logs/DiagnosticReports/.DirectoryTools_2025-09-27-173337_Philipps-MacBook-Pro.diag
[2026-02-25 10:59:35] [clean] REMOVED /Users/andreychev/Library/Containers/ai.perplexity.mac/Data/Library/Caches/WebKit (4KB)
[2026-02-25 10:59:35] [clean] REMOVED /Users/andreychev/Library/Containers/ai.perplexity.mac/Data/Library/Caches/google-sdks-events (12KB)
[2026-02-25 10:59:35] [clean] REMOVED /Users/andreychev/Library/Containers/ai.perplexity.mac/Data/Library/Caches/INSTALLATION (4KB)
[2026-02-25 10:59:35] [clean] REMOVED /Users/andreychev/Library/Containers/ai.perplexity.mac/Data/Library/Caches/async.log
[2026-02-25 10:59:36] [clean] REMOVED /Users/andreychev/Library/Containers/ai.perplexity.mac/Data/Library/Caches/ai.perplexity.mac (15.2MB)
[2026-02-25 10:59:36] [clean] REMOVED /Users/andreychev/Library/Containers/ai.perplexity.mac/Data/Library/Caches/RevenueCat
[2026-02-25 10:59:36] [clean] REMOVED /Users/andreychev/Library/Containers/ai.perplexity.mac/Data/Library/Caches/io.sentry (2.2MB)
[2026-02-25 10:59:36] [clean] REMOVED /Users/andreychev/Library/Containers/app.reeder/Data/Library/Caches/CloudKit
[2026-02-25 10:59:36] [clean] REMOVED /Users/andreychev/Library/Containers/codes.rambo.AirBuddyHelper/Data/Library/Caches/codes.rambo.AirBuddyHelper (660KB)
[2026-02-25 10:59:41] [clean] REMOVED /Users/andreychev/Library/Containers/com.flightyapp.flighty/Data/Library/Caches/com.flightyapp.flighty (17.6MB)
[2026-02-25 10:59:41] [clean] REMOVED /Users/andreychev/Library/Containers/com.flightyapp.flighty/Data/Library/Caches/CloudKit
[2026-02-25 10:59:41] [clean] REMOVED /Users/andreychev/Library/Containers/com.flightyapp.flighty/Data/Library/Caches/com.plausiblelabs.crashreporter.data
[2026-02-25 10:59:41] [clean] REMOVED /Users/andreychev/Library/Containers/com.khanov.BlockerX/Data/Library/Caches/RevenueCatFonts
[2026-02-25 10:59:41] [clean] REMOVED /Users/andreychev/Library/Containers/com.khanov.BlockerX/Data/Library/Caches/CloudKit
[2026-02-25 10:59:41] [clean] REMOVED /Users/andreychev/Library/Containers/com.khanov.BlockerX/Data/Library/Caches/com.khanov.BlockerX (148KB)
[2026-02-25 10:59:42] [clean] REMOVED /Users/andreychev/Library/Containers/com.khanov.BlockerX.MacWebExtension/Data/Library/Caches/com.khanov.BlockerX.MacWebExtension (804KB)
[2026-02-25 10:59:42] [clean] REMOVED /Users/andreychev/Library/Containers/com.khanov.BlockerX.SafariExtension/Data/Library/Caches/CloudKit
[2026-02-25 10:59:42] [clean] REMOVED /Users/andreychev/Library/Containers/com.mr-brightside.ParcelOSX/Data/Library/Caches/CloudKit
[2026-02-25 10:59:44] [clean] REMOVED /Users/andreychev/Library/Containers/com.reederapp.5.macOS/Data/Library/Caches/WebKit (516.6MB)
[2026-02-25 10:59:45] [clean] REMOVED /Users/andreychev/Library/Containers/com.reederapp.5.macOS/Data/Library/Caches/CloudKit
[2026-02-25 10:59:45] [clean] REMOVED /Users/andreychev/Library/Containers/com.reederapp.5.macOS/Data/Library/Caches/com.reederapp.5.macOS (265.0MB)
[2026-02-25 10:59:45] [clean] REMOVED /Users/andreychev/Library/Containers/com.reederapp.5.macOS/Data/Library/Caches/CoreWebImage (50.0MB)
[2026-02-25 10:59:46] [clean] REMOVED /Users/andreychev/Library/Containers/com.sindresorhus.Dato/Data/Library/Caches/SentryCrash (4KB)
[2026-02-25 10:59:46] [clean] REMOVED /Users/andreychev/Library/Containers/com.sindresorhus.Dato/Data/Library/Caches/INSTALLATION (4KB)
[2026-02-25 10:59:46] [clean] REMOVED /Users/andreychev/Library/Containers/com.sindresorhus.Dato/Data/Library/Caches/async.log
[2026-02-25 10:59:46] [clean] REMOVED /Users/andreychev/Library/Containers/com.sindresorhus.Dato/Data/Library/Caches/io.sentry
[2026-02-25 10:59:46] [clean] REMOVED /Users/andreychev/Library/Containers/com.sindresorhus.Dato.Widgets/Data/Library/Caches/SentryCrash (4KB)
[2026-02-25 10:59:46] [clean] REMOVED /Users/andreychev/Library/Containers/com.sindresorhus.Dato.Widgets/Data/Library/Caches/INSTALLATION (4KB)
[2026-02-25 10:59:46] [clean] REMOVED /Users/andreychev/Library/Containers/com.sindresorhus.Dato.Widgets/Data/Library/Caches/async.log
[2026-02-25 10:59:46] [clean] REMOVED /Users/andreychev/Library/Containers/com.sindresorhus.Dato.Widgets/Data/Library/Caches/io.sentry
[2026-02-25 10:59:46] [clean] REMOVED /Users/andreychev/Library/Containers/com.sindresorhus.Dato.WorldClockWidgetIntentHandler/Data/Library/Caches/io.sentry
[2026-02-25 10:59:47] [clean] REMOVED /Users/andreychev/Library/Containers/com.sindresorhus.Pandan/Data/Library/Caches/SentryCrash (4KB)
[2026-02-25 10:59:47] [clean] REMOVED /Users/andreychev/Library/Containers/com.sindresorhus.Pandan/Data/Library/Caches/INSTALLATION (4KB)
[2026-02-25 10:59:47] [clean] REMOVED /Users/andreychev/Library/Containers/com.sindresorhus.Pandan/Data/Library/Caches/io.sentry
[2026-02-25 10:59:47] [clean] REMOVED /Users/andreychev/Library/Containers/com.sindresorhus.Shareful/Data/Library/Caches/io.sentry
[2026-02-25 10:59:47] [clean] REMOVED /Users/andreychev/Library/Containers/com.sindresorhus.Velja/Data/Library/Caches/SentryCrash (4KB)
[2026-02-25 10:59:47] [clean] REMOVED /Users/andreychev/Library/Containers/com.sindresorhus.Velja/Data/Library/Caches/com.sindresorhus.Velja (80KB)
[2026-02-25 10:59:47] [clean] REMOVED /Users/andreychev/Library/Containers/com.sindresorhus.Velja/Data/Library/Caches/INSTALLATION (4KB)
[2026-02-25 10:59:47] [clean] REMOVED /Users/andreychev/Library/Containers/com.sindresorhus.Velja/Data/Library/Caches/async.log
[2026-02-25 10:59:47] [clean] REMOVED /Users/andreychev/Library/Containers/com.sindresorhus.Velja/Data/Library/Caches/io.sentry (8KB)
[2026-02-25 10:59:48] [clean] REMOVED /Users/andreychev/Library/Containers/com.wiheads.paste/Data/Library/Caches/SentryCrash (4KB)
[2026-02-25 10:59:48] [clean] REMOVED /Users/andreychev/Library/Containers/com.wiheads.paste/Data/Library/Caches/com.wiheads.paste (832KB)
[2026-02-25 10:59:48] [clean] REMOVED /Users/andreychev/Library/Containers/com.wiheads.paste/Data/Library/Caches/55ec32022e46d13722c748f3393201f5_MPDB.sqlite (128KB)
[2026-02-25 10:59:49] [clean] REMOVED /Users/andreychev/Library/Containers/com.wiheads.paste/Data/Library/Caches/CloudKit (583.2MB)
[2026-02-25 10:59:49] [clean] REMOVED /Users/andreychev/Library/Containers/com.wiheads.paste/Data/Library/Caches/55ec32022e46d13722c748f3393201f5_MPDB.sqlite-shm (32KB)
[2026-02-25 10:59:49] [clean] REMOVED /Users/andreychev/Library/Containers/com.wiheads.paste/Data/Library/Caches/INSTALLATION (4KB)
[2026-02-25 10:59:49] [clean] REMOVED /Users/andreychev/Library/Containers/com.wiheads.paste/Data/Library/Caches/55ec32022e46d13722c748f3393201f5_MPDB.sqlite-wal (4.0MB)
[2026-02-25 10:59:49] [clean] REMOVED /Users/andreychev/Library/Containers/com.wiheads.paste/Data/Library/Caches/async.log
[2026-02-25 10:59:50] [clean] REMOVED /Users/andreychev/Library/Containers/com.wiheads.paste/Data/Library/Caches/1ef8f03d41dc9456665d1cae807a00f7_MPDB.sqlite-wal (4.0MB)
[2026-02-25 10:59:50] [clean] REMOVED /Users/andreychev/Library/Containers/com.wiheads.paste/Data/Library/Caches/1ef8f03d41dc9456665d1cae807a00f7_MPDB.sqlite-shm (32KB)
[2026-02-25 10:59:50] [clean] REMOVED /Users/andreychev/Library/Containers/com.wiheads.paste/Data/Library/Caches/io.sentry
[2026-02-25 10:59:50] [clean] REMOVED /Users/andreychev/Library/Containers/com.wiheads.paste/Data/Library/Caches/1ef8f03d41dc9456665d1cae807a00f7_MPDB.sqlite (48KB)
[2026-02-25 10:59:50] [clean] REMOVED /Users/andreychev/Library/Containers/cx.c3.theunarchiver/Data/Library/Caches/SentryCrash (4KB)
[2026-02-25 10:59:50] [clean] REMOVED /Users/andreychev/Library/Containers/cx.c3.theunarchiver/Data/Library/Caches/INSTALLATION (4KB)
[2026-02-25 10:59:50] [clean] REMOVED /Users/andreychev/Library/Containers/cx.c3.theunarchiver/Data/Library/Caches/io.sentry (4KB)
[2026-02-25 10:59:50] [clean] REMOVED /Users/andreychev/Library/Containers/design.yugen.Flow/Data/Library/Caches/RevenueCatFonts
[2026-02-25 10:59:50] [clean] REMOVED /Users/andreychev/Library/Containers/design.yugen.Flow/Data/Library/Caches/CloudKit
[2026-02-25 10:59:50] [clean] REMOVED /Users/andreychev/Library/Containers/design.yugen.Flow/Data/Library/Caches/RevenueCat
[2026-02-25 10:59:51] [clean] REMOVED /Users/andreychev/Library/Containers/org.outline.macos.client/Data/Library/Caches/SentryCrash (4KB)
[2026-02-25 10:59:51] [clean] REMOVED /Users/andreychev/Library/Containers/org.outline.macos.client/Data/Library/Caches/WebKit (304KB)
[2026-02-25 10:59:51] [clean] REMOVED /Users/andreychev/Library/Containers/org.outline.macos.client/Data/Library/Caches/INSTALLATION (4KB)
[2026-02-25 10:59:51] [clean] REMOVED /Users/andreychev/Library/Containers/org.outline.macos.client/Data/Library/Caches/io.sentry (20KB)
[2026-02-25 10:59:52] [clean] REMOVED /Users/andreychev/Library/Group Containers/6P9PN587KS.com.khanov.Blocker/Library/Caches/data.zip (3.6MB)
[2026-02-25 10:59:53] [clean] REMOVED /Users/andreychev/Library/Group Containers/85C27NK92C.com.flexibits.fantastical2.mac/Library/Logs/85C27NK92C.com.flexibits.fantastical2.mac.helper (6.6MB)
[2026-02-25 10:59:53] [clean] REMOVED /Users/andreychev/Library/Group Containers/85C27NK92C.com.flexibits.fantastical2.mac/Library/Logs/com.flexibits.fantastical2.mac (17.8MB)
[2026-02-25 10:59:53] [clean] REMOVED /Users/andreychev/Library/Group Containers/85C27NK92C.com.flexibits.fantastical2.mac/Library/Logs/com.flexibits.fantastical2.mac.FantasticalWidgets (128KB)
[2026-02-25 10:59:53] [clean] REMOVED /Users/andreychev/Library/Group Containers/85C27NK92C.com.flexibits.fantastical2.mac/Library/Caches/Birthdays.cache (16KB)
[2026-02-25 10:59:53] [clean] REMOVED /Users/andreychev/Library/Group Containers/85C27NK92C.com.flexibits.fantastical2.mac/Library/Caches/WeatherMinutecast (4KB)
[2026-02-25 10:59:53] [clean] REMOVED /Users/andreychev/Library/Group Containers/85C27NK92C.com.flexibits.fantastical2.mac/Library/Caches/WeatherLocationKeys (4KB)
[2026-02-25 10:59:53] [clean] REMOVED /Users/andreychev/Library/Group Containers/85C27NK92C.com.flexibits.fantastical2.mac/Library/Caches/WeatherDailyForecast (4KB)
[2026-02-25 10:59:53] [clean] REMOVED /Users/andreychev/Library/Group Containers/85C27NK92C.com.flexibits.fantastical2.mac/Library/Caches/AppIcon.plist (4KB)
[2026-02-25 10:59:53] [clean] REMOVED /Users/andreychev/Library/Group Containers/8C7439RJLG.group.codes.rambo.AirBuddy/Logs/AirUI (6.6MB)
[2026-02-25 10:59:53] [clean] REMOVED /Users/andreychev/Library/Group Containers/8C7439RJLG.group.codes.rambo.AirBuddy/Library/Logs/WidgetKit.log (188KB)
[2026-02-25 10:59:54] [clean] REMOVED /Users/andreychev/Library/Group Containers/8C7439RJLG.group.codes.rambo.AirBuddy/Library/Logs/BatteryAlertsService.log (4KB)
[2026-02-25 10:59:54] [clean] REMOVED /Users/andreychev/Library/Group Containers/QT8Z3Q9V3A.org.outline.macos.client/Logs/org.outline.macos.client.VpnExtension 2024-10-18--11-53-58-951.log (8KB)
[2026-02-25 10:59:54] [clean] REMOVED /Users/andreychev/Library/Group Containers/QT8Z3Q9V3A.org.outline.macos.client/Logs/org.outline.macos.client.VpnExtension 2024-10-24--06-44-09-962.log (4KB)
[2026-02-25 10:59:54] [clean] REMOVED /Users/andreychev/Library/Group Containers/QT8Z3Q9V3A.org.outline.macos.client/Logs/org.outline.macos.client.VpnExtension 2024-10-22--09-07-40-835.log (4KB)
[2026-02-25 10:59:54] [clean] REMOVED /Users/andreychev/Library/Group Containers/QT8Z3Q9V3A.org.outline.macos.client/Logs/org.outline.macos.client.VpnExtension 2024-10-20--09-17-43-233.log (4KB)
[2026-02-25 10:59:54] [clean] REMOVED /Users/andreychev/Library/Group Containers/QT8Z3Q9V3A.org.outline.macos.client/Logs/org.outline.macos.client.VpnExtension 2024-10-25--08-19-13-438.log (4KB)
[2026-02-25 10:59:55] [clean] REMOVED /Users/andreychev/Library/Group Containers/S8EX82NJP6.com.macpaw.CleanMyMac5/Library/Logs/CleanMyMac_5_HealthMonitor (64KB)
[2026-02-25 10:59:55] [clean] REMOVED /Users/andreychev/Library/Group Containers/S8EX82NJP6.com.macpaw.CleanMyMac5/Library/Logs/CleanMyMac_5_Menu (24KB)
[2026-02-25 10:59:55] [clean] REMOVED /Users/andreychev/Library/Group Containers/S8EX82NJP6.com.macpaw.CleanMyMac5/Library/Logs/CleanMyMac_5 (2.1MB)
[2026-02-25 10:59:56] [clean] REMOVED /Users/andreychev/Library/Group Containers/group.com.xiaomi.mihome/Logs/widget-xiaomi.mihomeios.widget (28KB)
[2026-02-25 10:59:56] [clean] REMOVED /Users/andreychev/Library/Group Containers/group.org.getoutline.client/Logs/org.outline.macos.client.VpnExtension 2025-11-03--07-43-31-694.log (4KB)
[2026-02-25 10:59:56] [clean] REMOVED /Users/andreychev/Library/Group Containers/group.org.getoutline.client/Logs/org.outline.macos.client.VpnExtension 2025-10-31--12-36-58-838.log (4KB)
[2026-02-25 10:59:56] [clean] REMOVED /Users/andreychev/Library/Group Containers/group.org.getoutline.client/Logs/org.outline.macos.client.VpnExtension 2025-10-29--09-21-35-892.log (4KB)
[2026-02-25 10:59:56] [clean] REMOVED /Users/andreychev/Library/Group Containers/group.org.getoutline.client/Logs/org.outline.macos.client.VpnExtension 2025-11-21--17-08-08-109.log (4KB)
[2026-02-25 10:59:56] [clean] REMOVED /Users/andreychev/Library/Group Containers/group.org.getoutline.client/Logs/org.outline.macos.client.VpnExtension 2025-10-27--07-09-02-285.log (4KB)
[2026-02-25 10:59:57] [clean] REMOVED /Users/andreychev/Library/Caches/com.apple.Safari/WebKitCache (4KB)
[2026-02-25 10:59:57] [clean] REMOVED /Users/andreychev/Library/Caches/com.apple.Safari/RemoteNotifications (400KB)
[2026-02-25 10:59:57] [clean] REMOVED /Users/andreychev/Library/Caches/com.apple.Safari/OnboardingExtensionIconCache
[2026-02-25 10:59:57] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/Default/GPUCache/index (260KB)
[2026-02-25 10:59:57] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/Default/GPUCache/data_0 (8KB)
[2026-02-25 10:59:57] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/Default/GPUCache/data_1 (264KB)
[2026-02-25 10:59:57] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/Default/GPUCache/data_2 (8KB)
[2026-02-25 10:59:57] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/Default/GPUCache/data_3 (8KB)
[2026-02-25 10:59:57] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/ShaderCache/GPUCache/index (260KB)
[2026-02-25 10:59:57] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/ShaderCache/GPUCache/data_0 (8KB)
[2026-02-25 10:59:57] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/ShaderCache/GPUCache/data_1 (264KB)
[2026-02-25 10:59:57] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/ShaderCache/GPUCache/data_2 (8KB)
[2026-02-25 10:59:57] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/ShaderCache/GPUCache/data_3 (8KB)
[2026-02-25 10:59:57] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/GrShaderCache/GPUCache/index (260KB)
[2026-02-25 10:59:57] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/GrShaderCache/GPUCache/data_0 (80KB)
[2026-02-25 10:59:58] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/GrShaderCache/GPUCache/data_1 (776KB)
[2026-02-25 10:59:58] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/GrShaderCache/GPUCache/data_2 (4.0MB)
[2026-02-25 10:59:58] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/GrShaderCache/GPUCache/data_3 (4.0MB)
[2026-02-25 10:59:58] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/component_crx_cache/metadata.json (4KB)
[2026-02-25 10:59:58] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/component_crx_cache/07a60c462ec763636b37c8375c3776abbef3b7f05668de199c1b76edcde264da (688KB)
[2026-02-25 10:59:58] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/component_crx_cache/1a038d39162bf9a2c09f520192198dfcc0e91954bb0a5626a1af70196629490b (52KB)
[2026-02-25 10:59:58] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/component_crx_cache/2a802a9eb0c004acd70c6f4a5cc5cc608df57dd3d13d54eb43e3f68d0b0c40f9 (21.8MB)
[2026-02-25 10:59:58] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/component_crx_cache/2be74d0afadd4c9b2ee33695e1f81fc5ce5dc3016cd8a13cfa0e1f0b571834ea (4KB)
[2026-02-25 10:59:58] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/component_crx_cache/38c89b12bb20a8f2751c9c7cd2e31c173a47af08c115e1ecccc2f5151a2cf2c6 (12KB)
[2026-02-25 10:59:58] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/component_crx_cache/4a06cfbce6f26c81ec6cba52e84985c0111183e0b06a953b14992b4511bb78af (40KB)
[2026-02-25 10:59:58] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/component_crx_cache/56c21927faa028be6ce18c931660eec37e41da4bfbfd47cafa48350f828c0dbd (20KB)
[2026-02-25 10:59:58] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/component_crx_cache/6578b2e50ac6be2364cfbb495247668fba3ac1dcc76a7ef016219302b9e3f51d (380KB)
[2026-02-25 10:59:58] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/component_crx_cache/777adca19ccaca03f3922fa618833704d1a2cf1a06cd4ec1e257d4494afb2b95 (180KB)
[2026-02-25 10:59:58] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/component_crx_cache/7b05c14dba04ed522210b733f004cb0e74d7679a653b19bd029f9bc0e6b19903 (16KB)
[2026-02-25 10:59:58] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/component_crx_cache/9bec6c2c0185d3305ac8495047a1aa01e725d58f8f18d219742a2988f07cd93a (188KB)
[2026-02-25 10:59:58] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/component_crx_cache/9f157bd09a986baa46110a0acb7e3d7407208e58d02250c637902962e5ed2c5e (12KB)
[2026-02-25 10:59:58] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/component_crx_cache/abd93867c038d4d17c101ace2226d7e21303d984d7097271392bae6be478495b (8KB)
[2026-02-25 10:59:58] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/component_crx_cache/b7ec18c6727aae147cb846a4be35d927ea5b3560833245332779a49e1d3e2464 (7.5MB)
[2026-02-25 10:59:59] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/component_crx_cache/caf22da361a099ee7f504cfd6018872cff61e16946d0a5a57fb07c529bfa8072 (16KB)
[2026-02-25 10:59:59] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/component_crx_cache/ef395b0f7f3c9756ac4a2b93e997ec43ea6687d7dbb928fa760022596f56d1a7 (456KB)
[2026-02-25 10:59:59] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/Chrome/component_crx_cache/f8929f38e4311c5717f1a0d4a0bc4fb0277329557a1a5aecb93317808669ba4f (724KB)
[2026-02-25 10:59:59] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/GoogleUpdater/crx_cache/metadata.json (4KB)
[2026-02-25 10:59:59] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/GoogleUpdater/crx_cache/04dfaacddb061d13db2e0b2de535d5977d035fdce5cf2e770f00ac3b19dcb2df (658.4MB)
[2026-02-25 10:59:59] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/GoogleUpdater/crx_cache/4335571c5abd5c1011e961012e9caabd4e21b3e443f430cd84c152b80b15cce0 (24.1MB)
[2026-02-25 10:59:59] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/GoogleUpdater/updater.log.old (1.0MB)
[2026-02-25 10:59:59] [clean] REMOVED /Users/andreychev/Library/Application Support/Google/GoogleUpdater/updater_history.jsonl.old (1.0MB)
[2026-02-25 10:59:59] [clean] REMOVED /Users/andreychev/.cache/puppeteer/chrome (284.1MB)
[2026-02-25 10:59:59] [clean] REMOVED /Users/andreychev/.cache/puppeteer/chrome-headless-shell (163.9MB)
[2026-02-25 11:00:00] [clean] REMOVED /Users/andreychev/Library/Caches/Firefox/Profiles (476.8MB)
[2026-02-25 11:00:01] [clean] REMOVED /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/145.0.7632.110 (653.6MB)
[2026-02-25 11:00:01] [clean] REMOVED /Applications/Microsoft Edge.app/Contents/Frameworks/Microsoft Edge Framework.framework/Versions/145.0.3800.58 (896.1MB)
[2026-02-25 11:00:01] [clean] SKIPPED /Users/andreychev/Library/Caches/com.dropbox.* (protected)
[2026-02-25 11:00:01] [clean] SKIPPED /Users/andreychev/Library/Caches/com.getdropbox.dropbox (protected)
[2026-02-25 11:00:01] [clean] SKIPPED /Users/andreychev/Library/Caches/com.google.GoogleDrive (protected)
[2026-02-25 11:00:01] [clean] SKIPPED /Users/andreychev/Library/Caches/com.box.desktop (protected)
[2026-02-25 11:00:01] [clean] SKIPPED /Users/andreychev/Library/Caches/com.microsoft.OneDrive (protected)
[2026-02-25 11:00:01] [clean] SKIPPED /Users/andreychev/Library/Caches/com.microsoft.Word (protected)
[2026-02-25 11:00:01] [clean] SKIPPED /Users/andreychev/Library/Caches/com.microsoft.Excel (protected)
[2026-02-25 11:00:01] [clean] SKIPPED /Users/andreychev/Library/Caches/com.microsoft.Powerpoint (protected)
[2026-02-25 11:00:01] [clean] SKIPPED /Users/andreychev/Library/Caches/com.apple.iWork.* (protected)
[2026-02-25 11:00:04] [clean] REMOVED /Users/andreychev/Library/Caches/npm/_logs/2026-02-25T08_00_01_927Z-debug-0.log (4KB)
[2026-02-25 11:00:04] [clean] REMOVED /Users/andreychev/Library/Caches/npm/_logs/2026-02-25T08_00_02_333Z-debug-0.log (4KB)
[2026-02-25 11:00:37] [clean] SKIPPED /Users/andreychev/Library/Caches/com.navicat.* (protected)
[2026-02-25 11:00:37] [clean] SKIPPED /Users/andreychev/Library/Caches/com.dbeaver.* (protected)
[2026-02-25 11:00:37] [clean] SKIPPED /Users/andreychev/Library/Caches/com.redis.RedisInsight (protected)
[2026-02-25 11:00:37] [clean] REMOVED /Users/andreychev/Library/Caches/com.figma.Desktop/Cache.db (48KB)
[2026-02-25 11:00:37] [clean] REMOVED /Users/andreychev/Library/Caches/com.figma.Desktop/Cache.db-shm (32KB)
[2026-02-25 11:00:37] [clean] REMOVED /Users/andreychev/Library/Caches/com.figma.Desktop/Cache.db-wal (324KB)
[2026-02-25 11:00:37] [clean] REMOVED /Users/andreychev/Library/Caches/com.figma.Desktop/fsCachedData
[2026-02-25 11:00:37] [clean] REMOVED /Users/andreychev/Library/Application Support/Claude/Cache/Cache_Data (22.1MB)
[2026-02-25 11:00:38] [clean] REMOVED /Users/andreychev/Library/Application Support/Claude/Code Cache/js (28.5MB)
[2026-02-25 11:00:38] [clean] REMOVED /Users/andreychev/Library/Application Support/Claude/Code Cache/wasm (8KB)
[2026-02-25 11:00:38] [clean] REMOVED /Users/andreychev/Library/Application Support/Claude/GPUCache/index (260KB)
[2026-02-25 11:00:38] [clean] REMOVED /Users/andreychev/Library/Application Support/Claude/GPUCache/data_0 (8KB)
[2026-02-25 11:00:38] [clean] REMOVED /Users/andreychev/Library/Application Support/Claude/GPUCache/data_1 (264KB)
[2026-02-25 11:00:38] [clean] REMOVED /Users/andreychev/Library/Application Support/Claude/GPUCache/data_2 (8KB)
[2026-02-25 11:00:38] [clean] REMOVED /Users/andreychev/Library/Application Support/Claude/GPUCache/data_3 (8KB)
[2026-02-25 11:00:38] [clean] REMOVED /Users/andreychev/Library/Application Support/Claude/DawnGraphiteCache/index (260KB)
